index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,province_normalized,city_normalized,facility_name_normalized,source_record_id,InsideVancouverCSD2016,CMNTY_HLTH_SERV_AREA_CODE,CMNTY_HLTH_SERV_AREA_NAME,SpatialAssignmentStatus,coord_key,canonical_key,CanonicalFacilityID
549,care point medical and wellness clinics,,Ambulatory health care services,Province of British Columbia,,1623,commercial drive,V5L3Y3,vancouver,bc,1623 commercial drive vancouver bc v5l 3y3,Vancouver,5915022,59,49.270184,-123.069821,BC,vancouver,care point medical and wellness clinics,549,True,3223,Grandview-Woodland,Assigned by point-in-polygon,49.2702|-123.0698,care point medical and wellness clinics|49.2702|-123.0698,FAC-0025
561,carolina house,,Nursing and residential care facilities,Province of British Columbia,,4096,carolina st,V5V4B7,vancouver,bc,4096 carolina st vancouver bc v5v 4b7,Vancouver,5915022,59,49.2488302,-123.0917117,BC,vancouver,carolina house,561,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2488|-123.0917,carolina house|49.2488|-123.0917,FAC-0026
578,central city lodge,,Nursing and residential care facilities,Province of British Columbia,,415,w pender st,V6B1V2,vancouver,bc,415 w pender st vancouver bc v6b 1v2,Vancouver,5915022,59,49.2831332,-123.1119351,BC,vancouver,central city lodge,578,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2831|-123.1119,central city lodge|49.2831|-123.1119,FAC-0027
584,champlain house,,Nursing and residential care facilities,Province of British Columbia,,2810,e 51 ave,V5S1R3,vancouver,bc,2810 e 51st ave vancouver bc v5s 1r3,Vancouver,5915022,59,49.222657,-123.048,BC,vancouver,champlain house,584,True,3261,Killarney,Assigned by point-in-polygon,49.2227|-123.048,champlain house|49.2227|-123.048,FAC-0028
587,charles street group home,,Nursing and residential care facilities,Province of British Columbia,,3363,charles st,V5K3C3,vancouver,bc,3363 charles st vancouver bc v5k 3c3,Vancouver,5915022,59,49.2735362,-123.0314326,BC,vancouver,charles street group home,587,True,3232,Hastings-Sunrise,Assigned by point-in-polygon,49.2735|-123.0314,charles street group home|49.2735|-123.0314,FAC-0029
597,chester house,,Nursing and residential care facilities,Province of British Columbia,,5328,chester st,V5W3A9,vancouver,bc,5328 chester st vancouver bc v5w 3a9,Vancouver,5915022,59,49.2366929,-123.0889024,BC,vancouver,chester house,597,True,3251,Kensington,Assigned by point-in-polygon,49.2367|-123.0889,chester house|49.2367|-123.0889,FAC-0030
603,children's and women's health centre of british columbia,,Hospitals,Canadian Institute for Health Information,,4480,oak street,V6H0B3,vancouver,bc,4480 oak street vancouver bc v6h 0b3 canada,Vancouver,5915022,59,49.246128,-123.127523,BC,vancouver,children s and women s health centre of british columbia,603,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2461|-123.1275,children s and women s health centre of british columbia|49.2461|-123.1275,FAC-0031
622,coal harbour health centre,,Ambulatory health care services,Province of British Columbia,,622,bute street,V6E3M1,vancouver,bc,622 bute street vancouver bc v6e 3m1,Vancouver,5915022,59,49.288023,-123.123848,BC,vancouver,coal harbour health centre,622,True,3211,Downtown Vancouver,Assigned by point-in-polygon,49.288|-123.1238,coal harbour health centre|49.288|-123.1238,FAC-0032
623,coast magnolia house,,Nursing and residential care facilities,Province of British Columbia,,755,e 19 ave,V5V1K4,vancouver,bc,755 e 19th ave vancouver bc v5v 1k4,Vancouver,5915022,59,49.2539535,-123.0886298,BC,vancouver,coast magnolia house,623,True,3251,Kensington,Assigned by point-in-polygon,49.254|-123.0886,coast magnolia house|49.254|-123.0886,FAC-0033
625,coast west,,Nursing and residential care facilities,Province of British Columbia,,3436,w 3 ave,V6R1L5,vancouver,bc,3436 w 3rd ave vancouver bc v6r 1l5,Vancouver,5915022,59,49.269211,-123.181,BC,vancouver,coast west,625,True,3244,Kitsilano,Assigned by point-in-polygon,49.2692|-123.181,coast west|49.2692|-123.181,FAC-0034
629,collingwood house,,Nursing and residential care facilities,Province of British Columbia,,3626,monmouth ave,V5R5S3,vancouver,bc,3626 monmouth ave vancouver bc v5r 5s3,Vancouver,5915022,59,49.2393253,-123.026247,BC,vancouver,collingwood house,629,True,3233,Renfrew-Collingwood,Assigned by point-in-polygon,49.2393|-123.0262,collingwood house|49.2393|-123.0262,FAC-0035
633,columbus residence,,Nursing and residential care facilities,Province of British Columbia,,704,w 69 ave,V6P2W3,vancouver,bc,704 w 69th ave vancouver bc v6p 2w3,Vancouver,5915022,59,49.208775,-123.121,BC,vancouver,columbus residence,633,True,3262,Oakridge/Marpole,Assigned by point-in-polygon,49.2088|-123.121,columbus residence|49.2088|-123.121,FAC-0036
636,commercial drive medical clinic,,Ambulatory health care services,Province of British Columbia,,1515,commercial drive,V5L3Y1,vancouver,bc,1515 commercial drive vancouver bc v5l 3y1,Vancouver,5915022,59,49.271111,-123.069667,BC,vancouver,commercial drive medical clinic,636,True,3223,Grandview-Woodland,Assigned by point-in-polygon,49.2711|-123.0697,commercial drive medical clinic|49.2711|-123.0697,FAC-0037
653,cottage hospice,,Nursing and residential care facilities,Province of British Columbia,,650,n penticton st,V5K3L8,vancouver,bc,650 n penticton st vancouver bc v5k 3l8,Vancouver,5915022,59,49.29107,-123.06,BC,vancouver,cottage hospice,653,True,3223,Grandview-Woodland,Assigned to nearest polygon edge within 25 m tolerance,49.2911|-123.06,cottage hospice|49.2911|-123.06,FAC-0038
674,crofton manor,,Nursing and residential care facilities,Province of British Columbia,,2803,w 41 ave,V6N4B4,vancouver,bc,2803 w 41st ave vancouver bc v6n 4b4,Vancouver,5915022,59,49.23535,-123.168,BC,vancouver,crofton manor,674,True,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,Assigned by point-in-polygon,49.2353|-123.168,crofton manor|49.2353|-123.168,FAC-0039
675,cross roads clinics,,Ambulatory health care services,Province of British Columbia,,350-507,west broadway,V5Z1E6,vancouver,bc,350-507 west broadway vancouver bc v5z 1e6,Vancouver,5915022,59,49.263314,-123.115352,BC,vancouver,cross roads clinics,675,True,3213,Fairview,Assigned by point-in-polygon,49.2633|-123.1154,cross roads clinics|49.2633|-123.1154,FAC-0040
676,crossroads,,Nursing and residential care facilities,Province of British Columbia,,2046,dunbar st,V6R3M4,vancouver,bc,2046 dunbar st vancouver bc v6r 3m4,Vancouver,5915022,59,49.2679436,-123.1833749,BC,vancouver,crossroads,676,True,3244,Kitsilano,Assigned by point-in-polygon,49.2679|-123.1834,crossroads|49.2679|-123.1834,FAC-0041
698,denman medical centre,,Ambulatory health care services,Province of British Columbia,,1175,denman street,V6G2N1,vancouver,bc,1175 denman street vancouver bc v6g 2n1,Vancouver,5915022,59,49.287963,-123.141131,BC,vancouver,denman medical centre,698,True,3212,West End,Assigned by point-in-polygon,49.288|-123.1411,denman medical centre|49.288|-123.1411,FAC-0042
704,doc-side medical,,Ambulatory health care services,Province of British Columbia,,100-678,east hastings street,V6A2S5,vancouver,bc,100-678 east hastings street vancouver bc v6a 2s5,Vancouver,5915022,59,49.28098,-123.0901,BC,vancouver,doc side medical,704,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.281|-123.0901,doc side medical|49.281|-123.0901,FAC-0043
706,dogwood lodge,,Nursing and residential care facilities,Province of British Columbia,,500,w 57 ave,V6P6E8,vancouver,bc,500 w 57th ave vancouver bc v6p 6e8,Vancouver,5915022,59,49.218578,-123.118,BC,vancouver,dogwood lodge,706,True,3262,Oakridge/Marpole,Assigned by point-in-polygon,49.2186|-123.118,dogwood lodge|49.2186|-123.118,FAC-0044
707,doman house,,Nursing and residential care facilities,Province of British Columbia,,6985,doman st,V5S3H9,vancouver,bc,6985 doman st vancouver bc v5s 3h9,Vancouver,5915022,59,49.2203849,-123.0371915,BC,vancouver,doman house,707,True,3261,Killarney,Assigned by point-in-polygon,49.2204|-123.0372,doman house|49.2204|-123.0372,FAC-0045
715,dr. peter aids foundation (residence),,Nursing and residential care facilities,Province of British Columbia,,1110,comox st,V6E1K5,vancouver,bc,1110 comox st vancouver bc v6e 1k5,Vancouver,5915022,59,49.281727,-123.13,BC,vancouver,dr peter aids foundation residence,715,True,3212,West End,Assigned by point-in-polygon,49.2817|-123.13,dr peter aids foundation residence|49.2817|-123.13,FAC-0046
718,duke house,,Nursing and residential care facilities,Province of British Columbia,,2707,duke st,V5R4S8,vancouver,bc,2707 duke st vancouver bc v5r 4s8,Vancouver,5915022,59,49.2393317,-123.0497683,BC,vancouver,duke house,718,True,3233,Renfrew-Collingwood,Assigned by point-in-polygon,49.2393|-123.0498,duke house|49.2393|-123.0498,FAC-0047
728,east 36th house,,Nursing and residential care facilities,Province of British Columbia,,325,e 36 ave,V5W1C5,vancouver,bc,325 e 36th ave vancouver bc v5w 1c5,Vancouver,5915022,59,49.2383527,-123.0986843,BC,vancouver,east 36th house,728,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2384|-123.0987,east 36th house|49.2384|-123.0987,FAC-0048
729,east 45th group home,,Nursing and residential care facilities,Province of British Columbia,,2639,e 45 ave,V5R3B9,vancouver,bc,2639 e 45th ave vancouver bc v5r 3b9,Vancouver,5915022,59,49.2296873,-123.0525228,BC,vancouver,east 45th group home,729,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2297|-123.0525,east 45th group home|49.2297|-123.0525,FAC-0049
730,east 61st community house,,Nursing and residential care facilities,Province of British Columbia,,648,e 61 ave,V5X2B9,vancouver,bc,648 e 61st ave vancouver bc v5x 2b9,Vancouver,5915022,59,49.2146808,-123.0920388,BC,vancouver,east 61st community house,730,True,3263,Sunset,Assigned by point-in-polygon,49.2147|-123.092,east 61st community house|49.2147|-123.092,FAC-0050
752,emerald place,,Nursing and residential care facilities,Province of British Columbia,,15,renfrew st,V5K4A5,vancouver,bc,15 renfrew st vancouver bc v5k 4a5,Vancouver,5915022,59,49.2845069,-123.0445436,BC,vancouver,emerald place,752,True,3232,Hastings-Sunrise,Assigned by point-in-polygon,49.2845|-123.0445,emerald place|49.2845|-123.0445,FAC-0051
753,emerge addiction recovery program,,Nursing and residential care facilities,Province of British Columbia,,415,w pender st,V6B1V2,vancouver,bc,415 w pender st vancouver bc v6b 1v2,Vancouver,5915022,59,49.2831332,-123.1119351,BC,vancouver,emerge addiction recovery program,753,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2831|-123.1119,emerge addiction recovery program|49.2831|-123.1119,FAC-0052
767,fair haven homes vancouver lodge,,Nursing and residential care facilities,Province of British Columbia,,2720,e 48 ave,V5S1G7,vancouver,bc,2720 e 48th ave vancouver bc v5s 1g7,Vancouver,5915022,59,49.2253678,-123.0513694,BC,vancouver,fair haven homes vancouver lodge,767,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2254|-123.0514,fair haven homes vancouver lodge|49.2254|-123.0514,FAC-0053
772,false creek residence,,Nursing and residential care facilities,Province of British Columbia,,1167,forge walk,V6H3R1,vancouver,bc,1167 forge walk vancouver bc v6h 3r1,Vancouver,5915022,59,49.26734,-123.129,BC,vancouver,false creek residence,772,True,3213,Fairview,Assigned by point-in-polygon,49.2673|-123.129,false creek residence|49.2673|-123.129,FAC-0054
780,finnish home,,Nursing and residential care facilities,Province of British Columbia,,2288,harrison dr,V5P2P6,vancouver,bc,2288 harrison dr vancouver bc v5p 2p6,Vancouver,5915022,59,49.2082288,-123.0607454,BC,vancouver,finnish home,780,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2082|-123.0607,finnish home|49.2082|-123.0607,FAC-0055
784,firstcare medical centre,,Ambulatory health care services,Province of British Columbia,,2590,commercial drive,V5N4C2,vancouver,bc,2590 commercial drive vancouver bc v5n 4c2,Vancouver,5915022,59,49.261542,-123.069778,BC,vancouver,firstcare medical centre,784,True,3231,Cedar Cottage,Assigned by point-in-polygon,49.2615|-123.0698,firstcare medical centre|49.2615|-123.0698,FAC-0056
803,fourth and alma,,Nursing and residential care facilities,Province of British Columbia,,3625,w 4 ave,V6R1P2,vancouver,bc,3625 w 4th ave vancouver bc v6r 1p2,Vancouver,5915022,59,49.268865,-123.1845142,BC,vancouver,fourth and alma,803,True,3244,Kitsilano,Assigned by point-in-polygon,49.2689|-123.1845,fourth and alma|49.2689|-123.1845,FAC-0057
817,g.f. strong rehabilitation centre,rehabilitation,Nursing and residential care facilities,Public Health Agency of Canada,,4255,laurel st,V5Z2G9,vancouver,bc,4255 laurel st. vancouver bc v5z 2g9,Vancouver,5915022,59,49.246789,-123.125415,BC,vancouver,g f strong rehabilitation centre,817,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2468|-123.1254,g f strong rehabilitation centre|49.2468|-123.1254,FAC-0058
831,george pearson centre,rehabilitation,Nursing and residential care facilities,Public Health Agency of Canada,,700,west 57 ave,V6P1S1,vancouver,bc,700 west 57th ave. vancouver bc v6p 1s1,Vancouver,5915022,59,49.21877,-123.121144,BC,vancouver,george pearson centre,831,True,3262,Oakridge/Marpole,Assigned by point-in-polygon,49.2188|-123.1211,george pearson centre|49.2188|-123.1211,FAC-0059
833,georgia medical clinic,,Ambulatory health care services,Province of British Columbia,,683,denman street,V6G2L3,vancouver,bc,683 denman street vancouver bc v6g 2l3,Vancouver,5915022,59,49.292361,-123.134202,BC,vancouver,georgia medical clinic,833,True,3212,West End,Assigned by point-in-polygon,49.2924|-123.1342,georgia medical clinic|49.2924|-123.1342,FAC-0060
834,german canadian care home,,Nursing and residential care facilities,Province of British Columbia,,2010,harrison dr,V5P2P6,vancouver,bc,2010 harrison dr vancouver bc v5p 2p6,Vancouver,5915022,59,49.2098793,-123.0651145,BC,vancouver,german canadian care home,834,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2099|-123.0651,german canadian care home|49.2099|-123.0651,FAC-0061
840,gladstone house ( l & t services),,Nursing and residential care facilities,Province of British Columbia,,2182,e 30 ave,V5N3A6,vancouver,bc,2182 e 30th ave vancouver bc v5n 3a6,Vancouver,5915022,59,49.2429944,-123.0635011,BC,vancouver,gladstone house l t services,840,True,3251,Kensington,Assigned by point-in-polygon,49.243|-123.0635,gladstone house l t services|49.243|-123.0635,FAC-0062
841,gladstone street group home,,Nursing and residential care facilities,Province of British Columbia,,5425,gladstone st,V5P4S1,vancouver,bc,5425 gladstone st vancouver bc v5p 4s1,Vancouver,5915022,59,49.2356384,-123.0623051,BC,vancouver,gladstone street group home,841,True,3251,Kensington,Assigned by point-in-polygon,49.2356|-123.0623,gladstone street group home|49.2356|-123.0623,FAC-0063
877,granville medical clinic,,Ambulatory health care services,Province of British Columbia,,2578,granville street,V6H3G8,vancouver,bc,2578 granville street vancouver bc v6h 3g8,Vancouver,5915022,59,49.262912,-123.138565,BC,vancouver,granville medical clinic,877,True,3213,Fairview,Assigned by point-in-polygon,49.2629|-123.1386,granville medical clinic|49.2629|-123.1386,FAC-0064
900,haro park centre,,Nursing and residential care facilities,Province of British Columbia,,1233,haro st,V6E3Y5,vancouver,bc,1233 haro st vancouver bc v6e 3y5,Vancouver,5915022,59,49.285771,-123.129,BC,vancouver,haro park centre,900,True,3212,West End,Assigned by point-in-polygon,49.2858|-123.129,haro park centre|49.2858|-123.129,FAC-0065
904,hastings sunrise medical clinic,,Ambulatory health care services,Province of British Columbia,,102-2280,east hastings street,V5L1V4,vancouver,bc,102-2280 east hastings street vancouver bc v5l 1v4,Vancouver,5915022,59,49.280892,-123.058284,BC,vancouver,hastings sunrise medical clinic,904,True,3223,Grandview-Woodland,Assigned by point-in-polygon,49.2809|-123.0583,hastings sunrise medical clinic|49.2809|-123.0583,FAC-0066
911,health and home care society of british columbia,,Nursing and residential care facilities,Province of British Columbia,,2711,e 49 ave,V5S1K3,vancouver,bc,2711 e 49th ave vancouver bc v5s 1k3,Vancouver,5915022,59,49.224896,-123.051,BC,vancouver,health and home care society of british columbia,911,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2249|-123.051,health and home care society of british columbia|49.2249|-123.051,FAC-0067
937,holy family hospital,,Hospitals,Province of British Columbia,,7801,argyle street,V5P3L6,vancouver,bc,7801 argyle street vancouver bc v5p 3l6,Vancouver,5915022,59,49.213284,-123.073098,BC,vancouver,holy family hospital,937,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2133|-123.0731,holy family hospital|49.2133|-123.0731,FAC-0068
964,jasper crescent care home,,Nursing and residential care facilities,Province of British Columbia,,7887,jasper cres,V5P3T2,vancouver,bc,7887 jasper cres vancouver bc v5p 3t2,Vancouver,5915022,59,49.212233,-123.0665302,BC,vancouver,jasper crescent care home,964,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2122|-123.0665,jasper crescent care home|49.2122|-123.0665,FAC-0069
972,journeys,,Nursing and residential care facilities,Province of British Columbia,,3318,e 2 ave,V5M1G5,vancouver,bc,3318 e 2nd ave vancouver bc v5m 1g5,Vancouver,5915022,59,49.2682035,-123.0330655,BC,vancouver,journeys,972,True,3232,Hastings-Sunrise,Assigned by point-in-polygon,49.2682|-123.0331,journeys|49.2682|-123.0331,FAC-0070
988,keefer medical clinic,,Ambulatory health care services,Province of British Columbia,,118,keefer street,V6A1X4,vancouver,bc,118 keefer street vancouver bc v6a 1x4,Vancouver,5915022,59,49.279292,-123.101951,BC,vancouver,keefer medical clinic,988,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2793|-123.102,keefer medical clinic|49.2793|-123.102,FAC-0071
993,kerrisdale medical clinic,,Ambulatory health care services,Province of British Columbia,,2077,west 42 avenue,V6M2B4,vancouver,bc,2077 west 42nd avenue vancouver bc v6m 2b4,Vancouver,5915022,59,49.233569,-123.154106,BC,vancouver,kerrisdale medical clinic,993,True,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,Assigned by point-in-polygon,49.2336|-123.1541,kerrisdale medical clinic|49.2336|-123.1541,FAC-0072
1003,king edward house,,Nursing and residential care facilities,Province of British Columbia,,820,e king edward ave,V5V2E4,vancouver,bc,820 e king edward ave vancouver bc v5v 2e4,Vancouver,5915022,59,49.2483529,-123.0870448,BC,vancouver,king edward house,1003,True,3251,Kensington,Assigned by point-in-polygon,49.2484|-123.087,king edward house|49.2484|-123.087,FAC-0073
1025,kopernik lodge,,Nursing and residential care facilities,Province of British Columbia,,3150,rosemont dr,V5S2C9,vancouver,bc,3150 rosemont dr vancouver bc v5s 2c9,Vancouver,5915022,59,49.21522,-123.039,BC,vancouver,kopernik lodge,1025,True,3261,Killarney,Assigned by point-in-polygon,49.2152|-123.039,kopernik lodge|49.2152|-123.039,FAC-0074
1037,lakeside house,,Nursing and residential care facilities,Province of British Columbia,,3597,gladstone st,V5N4Y8,vancouver,bc,3597 gladstone st vancouver bc v5n 4y8,Vancouver,5915022,59,49.250461,-123.0604877,BC,vancouver,lakeside house,1037,True,3231,Cedar Cottage,Assigned by point-in-polygon,49.2505|-123.0605,lakeside house|49.2505|-123.0605,FAC-0075
1054,leaside place,,Nursing and residential care facilities,Province of British Columbia,,1807,e 64 ave,V5P2M9,vancouver,bc,1807 e 64th ave vancouver bc v5p 2m9,Vancouver,5915022,59,49.2121813,-123.068935,BC,vancouver,leaside place,1054,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2122|-123.0689,leaside place|49.2122|-123.0689,FAC-0076
1062,little mountain place,,Nursing and residential care facilities,Province of British Columbia,,330,e 36 ave,V5W3Z4,vancouver,bc,330 e 36th ave vancouver bc v5w 3z4,Vancouver,5915022,59,49.2376636,-123.0998532,BC,vancouver,little mountain place,1062,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2377|-123.0999,little mountain place|49.2377|-123.0999,FAC-0077
1068,louis brier home,,Nursing and residential care facilities,Province of British Columbia,,1055,w 41 ave,V6M1W9,vancouver,bc,1055 w 41st ave vancouver bc v6m 1w9,Vancouver,5915022,59,49.23448,-123.129,BC,vancouver,louis brier home,1068,True,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,Assigned by point-in-polygon,49.2345|-123.129,louis brier home|49.2345|-123.129,FAC-0078
1070,louis brier hospital,,Nursing and residential care facilities,Province of British Columbia,,1055,w 41 ave,V6M1W9,vancouver,bc,1055 w 41st ave vancouver bc v6m 1w9,Vancouver,5915022,59,49.2340705,-123.1293368,BC,vancouver,louis brier hospital,1070,True,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,Assigned by point-in-polygon,49.2341|-123.1293,louis brier hospital|49.2341|-123.1293,FAC-0079
1071,loyal medical clinic,,Ambulatory health care services,Province of British Columbia,,112-1055,west georgia street,V6E3P1,vancouver,bc,112-1055 west georgia street vancouver bc v6e 3p1,Vancouver,5915022,59,49.285409,-123.12195,BC,vancouver,loyal medical clinic,1071,True,3211,Downtown Vancouver,Assigned by point-in-polygon,49.2854|-123.122,loyal medical clinic|49.2854|-123.122,FAC-0080
1093,maple medical clinic,,Ambulatory health care services,Province of British Columbia,,103-2025,west broadway,V6J1Z6,vancouver,bc,103-2025 west broadway vancouver bc v6j 1z6,Vancouver,5915022,59,49.263854,-123.151159,BC,vancouver,maple medical clinic,1093,True,3244,Kitsilano,Assigned by point-in-polygon,49.2639|-123.1512,maple medical clinic|49.2639|-123.1512,FAC-0081
1104,marine gateway medical clinic,,Ambulatory health care services,Province of British Columbia,,301-470,sw marine drive,V5X0C4,vancouver,bc,301-470 sw marine drive vancouver bc v5x 0c4,Vancouver,5915022,59,49.210379,-123.11683,BC,vancouver,marine gateway medical clinic,1104,True,3262,Oakridge/Marpole,Assigned by point-in-polygon,49.2104|-123.1168,marine gateway medical clinic|49.2104|-123.1168,FAC-0082
1113,matters of health medical clinic,,Ambulatory health care services,Province of British Columbia,,5591,west boulevard,V6M3W6,vancouver,bc,5591 west boulevard vancouver bc v6m 3w6,Vancouver,5915022,59,49.235586,-123.155556,BC,vancouver,matters of health medical clinic,1113,True,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,Assigned by point-in-polygon,49.2356|-123.1556,matters of health medical clinic|49.2356|-123.1556,FAC-0083
1115,may's place,,Nursing and residential care facilities,Province of British Columbia,,333,powell st,V6A1G5,vancouver,bc,333 powell st vancouver bc v6a 1g5,Vancouver,5915022,59,49.28324,-123.097,BC,vancouver,may s place,1115,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2832|-123.097,may s place|49.2832|-123.097,FAC-0084
1132,melody house,,Nursing and residential care facilities,Province of British Columbia,,1730,macdonald st,V6K3X8,vancouver,bc,1730 macdonald st vancouver bc v6k 3x8,Vancouver,5915022,59,49.270557,-123.1681564,BC,vancouver,melody house,1132,True,3244,Kitsilano,Assigned by point-in-polygon,49.2706|-123.1682,melody house|49.2706|-123.1682,FAC-0085
1140,mid-main community health centre,,Ambulatory health care services,Province of British Columbia,,3998,main street,V5V3P2,vancouver,bc,3998 main street vancouver bc v5v 3p2,Vancouver,5915022,59,49.249493,-123.100611,BC,vancouver,mid main community health centre,1140,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2495|-123.1006,mid main community health centre|49.2495|-123.1006,FAC-0086
1166,mount saint joseph hospital,,Hospitals,Province of British Columbia,,3080,prince edward street,V5T3N4,vancouver,bc,3080 prince edward street vancouver bc v5t 3n4,Vancouver,5915022,59,49.257699,-123.096358,BC,vancouver,mount saint joseph hospital,1166,True,3252,Mount Pleasant,Assigned by point-in-polygon,49.2577|-123.0964,mount saint joseph hospital|49.2577|-123.0964,FAC-0087
1169,mount st. joseph hospital - extended care unit,,Nursing and residential care facilities,Province of British Columbia,,3080,prince edward st,V5T3N4,vancouver,bc,3080 prince edward st vancouver bc v5t 3n4,Vancouver,5915022,59,49.25788,-123.095,BC,vancouver,mount st joseph hospital extended care unit,1169,True,3252,Mount Pleasant,Assigned by point-in-polygon,49.2579|-123.095,mount st joseph hospital extended care unit|49.2579|-123.095,FAC-0088
1240,onsite detox and transitional housing,,Nursing and residential care facilities,Province of British Columbia,,137,e hastings st,V6A1N5,vancouver,bc,137 e hastings st vancouver bc v6a 1n5,Vancouver,5915022,59,49.2816658,-123.1012105,BC,vancouver,onsite detox and transitional housing,1240,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2817|-123.1012,onsite detox and transitional housing|49.2817|-123.1012,FAC-0089
1258,our place,,Nursing and residential care facilities,Province of British Columbia,,287,e 33 ave,V5V2Z7,vancouver,bc,287 e 33rd ave vancouver bc v5v 2z7,Vancouver,5915022,59,49.2407212,-123.0993326,BC,vancouver,our place,1258,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2407|-123.0993,our place|49.2407|-123.0993,FAC-0090
1262,pacific medical clinic,,Ambulatory health care services,Province of British Columbia,,6176,fraser street,V5W3A1,vancouver,bc,6176 fraser street vancouver bc v5w 3a1,Vancouver,5915022,59,49.2286,-123.090632,BC,vancouver,pacific medical clinic,1262,True,3263,Sunset,Assigned by point-in-polygon,49.2286|-123.0906,pacific medical clinic|49.2286|-123.0906,FAC-0091
1264,pacifica treatment centre,,Nursing and residential care facilities,Province of British Columbia,,1755,e 11 ave,V5N1Y9,vancouver,bc,1755 e 11th ave vancouver bc v5n 1y9,Vancouver,5915022,59,49.2607112,-123.0684104,BC,vancouver,pacifica treatment centre,1264,True,3231,Cedar Cottage,Assigned by point-in-polygon,49.2607|-123.0684,pacifica treatment centre|49.2607|-123.0684,FAC-0092
1308,pender house,,Nursing and residential care facilities,Province of British Columbia,,2596,e pender st,V5K2B5,vancouver,bc,2596 e pender st vancouver bc v5k 2b5,Vancouver,5915022,59,49.279942,-123.052,BC,vancouver,pender house,1308,True,3232,Hastings-Sunrise,Assigned by point-in-polygon,49.2799|-123.052,pender house|49.2799|-123.052,FAC-0093
1328,point grey medical clinic,,Ambulatory health care services,Province of British Columbia,,4448,west 10 avenue,V6R2H9,vancouver,bc,4448 west 10th avenue vancouver bc v6r 2h9,Vancouver,5915022,59,49.26383,-123.207511,BC,vancouver,point grey medical clinic,1328,True,3242,West Point Grey/Dunbar-Southlands,Assigned by point-in-polygon,49.2638|-123.2075,point grey medical clinic|49.2638|-123.2075,FAC-0094
1349,providence health care (administrative office) - st. paul's hospital,general,Hospitals,Public Health Agency of Canada,,1081,burrard st,V6Z1Y6,vancouver,bc,1081 burrard st. vancouver bc v6z 1y6,Vancouver,5915022,59,49.280516,-123.1281872,BC,vancouver,providence health care administrative office st paul s hospital,1349,True,3212,West End,Assigned by point-in-polygon,49.2805|-123.1282,providence health care administrative office st paul s hospital|49.2805|-123.1282,FAC-0095
1350,providence health care - holy family hospital,rehabilitation,Nursing and residential care facilities,Public Health Agency of Canada,,7801,argyle st,V5P3L6,vancouver,bc,7801 argyle st. vancouver bc v5p 3l6,Vancouver,5915022,59,49.212701,-123.07308,BC,vancouver,providence health care holy family hospital,1350,True,3264,Victoria-Fraserview,Assigned by point-in-polygon,49.2127|-123.0731,providence health care holy family hospital|49.2127|-123.0731,FAC-0096
1351,providence health care - mount saint joseph hospital,general,Hospitals,Public Health Agency of Canada,,3080,prince edward st,V5T3N4,vancouver,bc,3080 prince edward st. vancouver bc v5t 3n4,Vancouver,5915022,59,49.258002,-123.095299,BC,vancouver,providence health care mount saint joseph hospital,1351,True,3252,Mount Pleasant,Assigned by point-in-polygon,49.258|-123.0953,providence health care mount saint joseph hospital|49.258|-123.0953,FAC-0097
1358,qe park medical clinic,,Ambulatory health care services,Province of British Columbia,,4060,cambie street,V5Z2X8,vancouver,bc,4060 cambie street vancouver bc v5z 2x8,Vancouver,5915022,59,49.249473,-123.115216,BC,vancouver,qe park medical clinic,1358,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2495|-123.1152,qe park medical clinic|49.2495|-123.1152,FAC-0098
